INPUT:hyponym	INPUT:hypernym	INPUT:genitive	OUTPUT:judgement	CONFIDENCE:judgement
девочка	чадо	чада	true	99.99%
девочка	эротичка	эротички	true	98.37%
девушка	длинные_были	длинных_былей	false	99.43%
девушка	женский_пол	женского_пол	true	99.99%
девушка	йиара	йиара	false	99.99%
девушка	ладной…	ладной…	false	98.49%
девушка	лицо	лица	true	99.97%
девушка	мелочь	мелочи	false	99.99%
девушка	неприбранное…	неприбранное…	false	99.91%
девушка	прекрасный_пол	прекрасного_пол	true	99.98%
девушка	прислужница	прислужницы	true	87.85%
девушка	пятерка	пятёрки	false	99.99%
девушка	пятерки	пятёрок	false	99.99%
девушка	санталат	санталата	false	99.95%
девушка	словенка…	словенка…	false	99.91%
девушка	у_парней	у_парней	false	99.96%
девушка	украшение	украшения	false	99.99%
девушка	утварь	утвари	false	99.98%
девушка	человек_женского_пола	человека_женского_полы	true	72.39%
действие	бумага	бумаги	false	99.85%
действие	вещь	вещи	true	50.75%
действие	взаимодействие	взаимодействия	false	63.56%
действие	внешние_факторы	внешних_факторов	false	99.93%
действие	воздействие	воздействия	false	91.07%
действие	вычисление	вычисления	false	98.82%
действие	деятельность	деятельности	true	99.99%
действие	документ	документа	false	99.99%
действие	изменение	изменения	true	93.42%
действие	наркотик	наркотика	false	99.13%
действие	наркотика	наркотики	false	94.63%
действие	обстоятельство	обстоятельства	true	52.42%
действие	операция	операции	true	99.96%
действие	параметр	параметра	false	99.99%
действие	перемещение	перемещения	false	92.72%
действие	показатель	показателя	false	99.96%
действие	поступок	поступка	false	71.52%
действие	применение	применения	false	70.53%
действие	противоядие	противоядия	false	96.45%
действие	процесс,_смена_состояний	процесса,_смены_состояний	true	99.99%
действие	проявление	проявления	true	97.35%
действие	работа	работы	true	84.97%
действие	роскошь	роскоши	false	99.99%
действие	свойство	свойства	true	50.75%
действие	сила	силы	false	99.94%
действие	смена_состояний	смены_состояний	true	99.45%
действие	снотворное	снотворного	false	99.99%
действие	событие,_факт	события,_факта	true	99.76%
действие	создание	создания	false	58.62%
действие	факт	факта	false	92.52%
действие	эрогенных_зон	эрогенных_зон	false	99.99%
действие	явление	явления	true	73.41%
дело	аспект	аспекта	false	75.01%
дело	делами_общества	дел_обществ	true	72.81%
дело	дельце	дельца	false	91.86%
дело	деятельность	деятельности	true	99.99%
дело	длящаяся_сущность	длящейся_сущности	false	99.44%
дело	квазивоенная	квазивоенной	false	99.96%
дело	конфликт	конфликта	false	99.99%
дело	конфликтный	конфликтного	false	99.99%
дело	конфликтовать	конфликтующего	false	99.99%
дело	конфронтация	конфронтации	false	99.98%
дело	людских_жилищ	людских_жилищ	false	99.97%
дело	общими_делами_общества	общих_дел_обществ	true	98.24%
дело	организация	организации	false	98.02%
дело	отрасль	отрасли	false	98.02%
дело	папка	папки	true	50.75%
дело	период	периода	false	99.90%
дело	подход	подхода	false	99.99%
дело	положение	положения	false	99.99%
дело	предмет	предмета	false	99.96%
дело	происходящая_сущность	происходящей_сущности	true	77.01%
дело	противоречие	противоречия	false	99.99%
дело	работа	работы	true	99.97%
дело	расхождение	расхождения	false	99.51%
дело	сердженса	сердженса	false	99.95%
дело	собрание	собрания	false	99.93%
дело	состав	состава	false	99.99%
дело	специальность	специальности	false	97.37%
дело	спор	спора	false	99.44%
дело	утверждение	утверждения	false	99.96%
дело	фактор	фактора	false	99.93%
дело	цикл	цикла	false	99.79%
день	воскресение	воскресения	false	98.24%
день	данный_момент	данного_момента	true	72.39%
день	единица_времени	единицы_времени	true	99.99%
день	жаркий	жаркого	false	99.98%
день	момент_времени	момента_времени	true	99.99%
день	период, периода, периодом	периода	true	99.99%
день	период—	период—	true	82.50%
день	промежуток	промежутка	true	99.99%
день	радость	радости	false	63.56%
день	соблазнами_города	соблазнов_городов	false	99.99%
день	событие	события	true	98.06%
день	сутки	суток	true	99.99%
день	торжество	торжества	true	79.86%
день	ужасного_дня	ужасного_дня	false	81.56%
день	фактор	фактора	false	99.87%
день	чужеземными_вельможами	чужеземных_вельмож	false	99.95%
деньги	банкнота	банкноты	false	73.24%
деньги	благо	блага	true	99.93%
деньги	ввезешь	ввёзшего	false	99.91%
деньги	денежный_знак	денежного_знака	true	94.13%
деньги	ерунда	ерунды	false	99.57%
деньги	знак	знака	false	81.97%
деньги	имение	имения	false	99.87%
деньги	кредитуешь	кредитующего	true	98.06%
деньги	материальные_ценности	материальных_ценностей	true	99.96%
деньги	мелочи	мелочей	false	73.37%
деньги	мелочь	мелочи	true	76.40%
деньги	монетка	монетки	true	99.09%
деньги	практическим_соображением	практических_соображения	false	99.98%
деньги	предмет	предмета	true	97.23%
деньги	пустяк	пустяка	false	99.98%
деньги	средство_расчетов	средства_расчётов	true	99.99%
деньги	суета	суеты	false	99.98%
деньги	товар	товара	false	81.20%
дерево	актинидиевых	актинидиевых	false	99.20%
дерево	верхушка	верхушки	false	99.86%
дерево	голосемянное	голосемянного	false	99.99%
дерево	древесное_сырье	древесного_сырья	false	73.98%
дерево	конституанты, —	конституанты, —	false	99.98%
дерево	местных_предметов	местных_предметов	false	83.30%
дерево	мир_растений	мира_растений	true	99.10%
дерево	объект_растительного_мира	объекта_растительного_мир	true	99.02%
дерево	палка	палки	false	99.99%
дерево	пород_древесины	пород_древесин	false	89.10%
дерево	предмет	предмета	false	98.50%
дерево	проституанту	проституанта	false	99.99%
дерево	рангоут	рангоута	false	99.99%
дерево	растения	растений	true	99.99%
дерево	растительное_сообщество	растительного_сообщества	true	99.98%
дерево	редких_пород_древесины	редких_пород_древесин	false	83.18%
дерево	стройматериал	стройматериала	true	99.99%
дерево	структура	структуры	false	64.35%
дерево	флора	флоры	true	99.99%
деятельность	антисоветских_элементов	антисоветских_элементов	false	84.56%
деятельность	аспект	аспекта	false	55.53%
деятельность	величина	величины	false	99.64%
деятельность	взаимодействие	взаимодействия	false	70.49%
деятельность	возможно	возможно	false	99.94%
деятельность	государственных_преступлений	государственных_преступлений	true	83.32%
деятельность	действие	действия	true	99.61%
деятельность	длящаяся_сущность	длящейся_сущности	false	97.04%
деятельность	жизнь	жизни	true	97.84%
деятельность	метод	метода	false	99.98%
деятельность	оборудования	оборудований	false	99.94%
деятельность	оборудование	оборудования	false	99.98%
деятельность	объект	объекта	false	99.68%
деятельность	отрасль	отрасли	false	97.55%
деятельность	понимании_игры	понимания_игр	false	98.87%
деятельность	поэтому	поэтому	false	99.78%
деятельность	преступление	преступления	false	75.93%
деятельность	происходящая_сущность	происходящей_сущности	false	75.93%
деятельность	процесс,_смена_состояний	процесса,_смены_состояний	false	98.07%
деятельность	работа	работы	true	99.36%
деятельность	соци­альное	соци­ального	false	90.62%
деятельность	сутяжническое	сутяжнического	false	99.90%
деятельность	только	только	false	99.99%
деятельность	физическая_величина	физической_величины	false	99.96%
деятельность	…районирование	…районирования	false	99.88%
директор	атаман	атамана	false	66.50%
директор	глава_учреждения	главы_учреждений	true	99.99%
директор	исполнительным_человеком	исполнительных_человека	true	99.99%
директор	лидер	лидера	true	99.64%
директор	лицо	лица	true	99.96%
директор	мцстп	мцстп	false	99.98%
директор	начальник	начальника	true	99.97%
директор	ответственных_распорядителей_национализированных_предприятий	ответственных_распорядителей_национализированных_предприятий	true	99.98%
директор	отраслей	отраслей	false	97.58%
директор	распорядителей_национализированных_предприятий	распорядителей_национализированных_предприятий	true	93.40%
директор	ремезков	ремезков	false	99.93%
директор	служащих_зоопарка	служащих_зоопарка	true	96.46%
директор	сотрудник	сотрудника	true	99.76%
директор	управляющий	управляющего	true	99.92%
директор	че­ловек	че­ловека	true	99.99%
директор	человек, —	человек, —	true	99.99%
директор	человек —	человек —	true	99.99%
директор	человек	человека	true	99.99%
директор	человек…	человек…	true	99.99%
директор	шеф	шефа	true	99.99%
договор	акт	акта	true	96.22%
договор	бумага	бумаги	true	94.58%
договор	договора	договоров	false	99.92%
договор	документ	документа	true	99.99%
договор	документация	документации	true	99.98%
договор	документационный	документационного	true	99.99%
договор	документик	документика	true	92.96%
договор	документах, документов, документы	документов	true	99.99%
договор	долг	долга	false	74.35%
договор	источниками_права	источников_прав	false	63.78%
договор	нормативным_документам	нормативных_документов	true	99.98%
договор	обещание	обещания	true	99.12%
договор	письменный_документ	письменного_документа	true	99.09%
договор	подписать	подписавшего	false	99.99%
договор	соглашений_о_труде	соглашений_о_труда	true	99.55%
договор	средства_децентрализованного_регулирования	средств_децентрализованного_регулирований	false	85.64%
договор	требование	требования	false	52.23%
договор	фактор	фактора	false	99.91%
документ	биометрический_паспорт	биометрического_паспорта	true	98.46%
документ	бумага	бумаги	true	99.99%
документ	бумажный_официоз	бумажного_официоза	false	99.10%
документ	вещество	вещества	false	99.77%
документ	груз	груза	false	66.34%
документ	измерительных_приборов	измерительных_приборов	false	99.94%
документ	канцелярские_принадлежности	канцелярских_принадлежностей	false	98.69%
документ	карточка	карточки	false	99.93%
документ	мандустре	мандустры	false	99.85%
документ	материалов, материалы	материалов	true	99.04%
документ	обязательных_платежей	обязательных_платежей	true	83.46%
документ	предмет	предмета	false	83.80%
документ	различные_источники	различных_источников	true	70.85%
документ	свиток	свитка	false	77.45%
документ	субстанция	субстанции	false	99.90%
документ	текстовой, текстовый	текстового	true	99.75%
документ	текстуальный	текстуального	true	99.95%
документ	телефонограмма	телефонограммы	false	96.92%
документ	товар	товара	false	78.96%
документ	удостоверение	удостоверения	true	99.95%
документ	ценность	ценности	true	98.87%
доллар	валютно-экономический	валютно-экономического	true	99.97%
доллар	валюта, валютой	валюты	true	99.97%
доллар	деньги	денег	true	99.97%
доллар	денежная_единица	денежной_единицы	true	99.97%
доллар	драгоценности	драгоценностей	false	96.92%
доллар	драгоценность	драгоценности	false	98.65%
доллар	конвертируема	конвертируемой	true	99.85%
доллар	крюгеррэнд	крюгеррэнда	false	99.99%
доллар	свободно_конвертируемая_валюта	свободно_конвертируемой_валюты	true	99.99%
дом	благотворительными_местами	благотворительных_мест	true	80.50%
дом	двухэтажное	двухэтажноя	true	97.05%
дом	династия	династии	false	98.30%
дом	жилище	жилища	true	99.99%
дом	жилое_пространство	жилого_пространства	true	99.10%
дом	жилье, жильё	жилья	true	99.99%
дом	заведение	заведения	true	99.18%
дом	здание	здания	true	99.99%
дом	имущество	имущества	true	99.99%
дом	квартира	квартиры	true	99.98%
дом	местных_предметов	местных_предметов	false	99.88%
дом	местопребывание	местопребывания	true	99.97%
дом	обиталище	обиталища	true	99.99%
дом	общность	общности	false	99.58%
дом	подвальное	подвального	false	99.86%
дом	помещение	помещения	true	99.99%
дом	постройка	постройки	true	99.99%
дом	пристанище	пристанища	true	99.99%
дом	развлекательных_заведений	развлекательных_заведений	false	98.60%
дом	семья	семьи	false	99.43%
дом	сооружение —	сооружение —	true	99.99%
дом	специальном_здании	специального_здания	true	99.99%
дом	строение	строения	true	99.99%
дом	учреждение	учреждения	false	72.24%
дом	хата	хаты	false	99.51%
дом	хозяйственные_постройки	хозяйственных_построек	true	88.98%
дорога	военных_объектах	военных_объектов	false	99.99%
дорога	дорога_(путь_сообщения)	дороги_(пути_сообщений)	false	72.24%
дорога	дорожка	дорожки	true	97.41%
дорога	дорожный	дорожного	true	94.11%
дорога	доступ	доступа	false	99.07%
дорога	езда	езды	false	96.80%
дорога	заставленное	заставленного	false	99.99%
дорога	здание	здания	false	99.99%
дорога	коммуникация	коммуникации	true	63.38%
дорога	линия_движения	линии_движений	true	99.73%
дорога	ограничена –	ограничена –	false	99.93%
дорога	основные_задачи	основных_задач	false	99.88%
дорога	перемещение	перемещения	true	91.31%
дорога	полоса	полосы	true	99.70%
дорога	приемным_пунктам	приёмных_пунктов	false	99.88%
дорога	просторное	просторного	true	96.39%
дорога	пространство	пространства	true	99.97%
дорога	пути_сообщения	путей_сообщений	true	99.33%
дорога	путешествие	путешествия	true	98.13%
дорога	разведываемая	разведываемой	true	74.94%
дорога	след	следа	false	82.61%
дорога	страховка	страховки	false	66.50%
дорога	тревел-райтинг	тревел-райтинга	false	99.99%
друг	близких_людей	близких_людей	true	99.99%
друг	дорогую_добычу	дорогой_добычи	false	99.99%
друг	защитник	защитника	true	99.98%
друг	лицо_мужского_пола	лица_мужского_полы	true	90.60%
друг	мужеский_пол	мужеского_пол	true	95.64%
друг	мужской_пол	мужского_пол	true	99.99%
друг	мужчина,_человек_мужского_пола	мужчины,_человека_мужского_полы	true	99.98%
друг	осведомленные_лица	осведомленных_лиц	true	99.37%
друг	прекрасные_монстры	прекрасных_монстров	false	99.99%
друг	приправа	приправы	false	99.98%
друг	причесать	причесавшего	false	98.13%
друг	пряность	пряности	false	99.98%
друг	разведка	разведки	false	99.39%
друг	разведки	разведок	false	99.98%
друг	сильный_пол	сильного_пол	false	92.42%
друг	специя	специи	false	99.82%
друг	специи	специй	false	99.99%
друг	сторонник	сторонника	true	98.66%
друг	че­ловек	че­ловека	true	99.94%
друг	человек, —	человек, —	true	99.99%
друг	человек —	человек —	true	99.99%
друг	человек_мужского_пола	человека_мужского_полы	true	95.64%
дух	бесформенной_парообразной_мерзостью	бесформенной_парообразной_мерзости	false	99.33%
дух	видимых_оппозиций	видимых_оппозиций	false	99.91%
дух	высший_разум	высочайшего_разума	true	99.93%
дух	душевная_струна	душевной_струны	false	99.99%
дух	женские_мелочи	женских_мелочей	false	99.62%
дух	животное	животного	false	99.99%
дух	иерархия	иерархии	false	99.99%
дух	клирик	клирика	false	99.99%
дух	могущественным_существом	могущественного_существа	true	75.65%
дух	мышление	мышления	false	99.99%
дух	наука	науки	false	99.82%
дух	подподпланов	подподпланов	false	99.99%
дух	произрождена	произрождённой	false	99.99%
дух	растение	растения	false	99.99%
дух	сверхъестественная_сущность	сверхъестественной_сущности	true	99.98%
дух	святой	святого	true	99.64%
дух	священник	священника	true	87.80%
дух	священнослужитель	священнослужителя	false	99.80%
дух	смелость	смелости	true	96.88%
дух	создание	создания	true	99.80%
дух	состояние_души	состояния_душ	false	99.99%
дух	способ	способа	false	99.99%
дух	способность	способности	false	99.99%
дух	существ	существ	true	99.72%
дух	существо	существа	true	99.81%
дух	существо…	существо…	true	60.13%
дух	течение	течения	false	99.95%
дух	фактор	фактора	false	99.98%
дух	центр	центра	false	66.50%
дух	церковник	церковника	false	99.80%
дух	человек	человека	false	99.99%
дух	энергообменный	энергообменного	false	99.99%
душа	базис	базиса	false	99.99%
душа	внутренний_мир_человека	внутреннего_мира_человека	false	94.42%
душа	декарту, –	декарту, –	false	99.96%
душа	душа…	душа…	false	99.19%
душа	жена	жены	false	99.88%
душа	лакомый_кусочек	лакомого_кусочка	false	99.99%
душа	любимица	любимицы	false	99.99%
душа	любимец	любимца	false	99.99%
душа	любимчик	любимчика	false	99.99%
душа	мир	мира	false	99.59%
душа	непроизводна	непроизводной	false	98.34%
душа	ознаменовывающий	ознаменовывающего	false	99.93%
душа	основание	основания	false	99.53%
душа	основа	основы	false	69.17%
душа	предмет	предмета	false	99.98%
душа	приправа	приправы	false	99.98%
душа	пряность	пряности	false	99.98%
душа	психика	психики	false	99.52%
душа	сакрализировался	сакрализировавшегося	false	83.56%
душа	свойство	свойства	false	98.77%
душа	слово	слова	false	99.94%
душа	сокрально	сокрального	true	99.98%
душа	специя	специи	false	99.99%
душа	субматерия	субматерии	true	96.16%
душа	субстанция	субстанции	true	57.25%
душа	суть,_существо,_сущность,_содержание	сути,_существа,_сущности,_содержания	true	99.68%
душа	тонкой_материи	тонкой_материй	true	96.16%
душа	центр	центра	false	93.32%
душа	человек	человека	false	97.38%
душа	чувство	чувства	true	86.80%
душа	штуки	штук	false	99.93%
душа	эльзуня	эльзуня	false	99.99%
жена	главраввин	главраввина	false	99.99%
жена	девочка	девочки	true	95.27%
жена	доверенных_людей	доверенных_людей	true	99.42%
жена	доля	доли	true	54.08%
жена	иноземная_утварь	иноземной_утвари	false	99.99%
жена	молодая	молодой	false	97.15%
жена	мужчина	мужчины	false	99.95%
жена	невестка	невестки	true	99.99%
жена	прозаических_мелочах	прозаических_мелочей	false	99.98%
жена	семейная_чета	семейной_четы	true	99.94%
жена	середина	середины	false	99.96%
жена	сестра	сестры	false	93.92%
жена	спутник_жизни	спутника_жизней	true	99.99%
жена	супруг	супруга	true	99.42%
жена	супружеская_пара	супружеской_пары	true	99.96%
жена	часть	части	false	55.35%
жена	человек	человека	true	99.99%
жена	чета	четы	false	99.79%
женщина	гражданских_лиц	гражданских_лиц	true	99.99%
женщина	девчонка	девчонки	true	94.65%
женщина	дитя	дитяти	true	90.23%
женщина	животное	животного	false	99.95%
женщина	интерпланетное	интерпланетного	false	99.99%
женщина	куколка	куколки	false	98.85%
женщина	лицо	лица	true	86.75%
женщина	личность	личности	true	99.98%
женщина	личностный	личностного	true	99.98%
женщина	любовница	любовницы	false	75.71%
женщина	люди	людей	true	99.99%
женщина	млекопитающее	млекопитающего	true	99.99%
женщина	общественных_местах	общественных_мест	false	99.99%
женщина	офицеров-пилотов	офицеров-пилотов	false	67.62%
женщина	персона	персоны	true	99.61%
женщина	подруга	подруги	true	99.99%
женщина	подружка	подружки	true	99.98%
женщина	пол	пол	true	99.98%
женщина	родственник	родственника	true	99.97%
женщина	самка	самки	true	99.99%
женщина	создание	создания	true	99.99%
женщина	степени	степеней	false	99.97%
женщина	степень	степени	false	99.99%
женщина	умалчивавшееся	умалчивавшегося	false	99.99%
женщина	че­ловек	че­ловека	true	99.99%
женщина	человек, —	человек, —	true	99.99%
женщина	человек —	человек —	true	99.98%
женщина	человек	человека	true	99.99%
женщина	человеческая_личность	человеческой_личности	true	96.75%
женщина	чудными_рожами	чудных_рож	false	99.99%
жизнь	банальные_угрозы	банальных_угроз	false	99.99%
жизнь	биопроцесс	биопроцесса	true	93.81%
жизнь	высоких_материях	высоких_материй	true	88.08%
жизнь	движение	движения	true	98.95%
жизнь	дело	дела	false	94.97%
жизнь	единица_измерения	единицы_измерений	false	50.17%
жизнь	есть	есть	false	99.95%
жизнь	защитных_рефлексов	защитных_рефлексов	false	99.97%
жизнь	иметься	имеющегося	false	99.64%
жизнь	контручение	контручения	false	87.86%
жизнь	мелочи	мелочей	false	99.99%
жизнь	мелочь	мелочи	false	99.99%
жизнь	наличие	наличия	false	99.18%
жизнь	наука	науки	false	99.99%
жизнь	но	но	false	99.99%
жизнь	оживление	оживления	true	62.63%
жизнь	описание	описания	false	99.99%
жизнь	отправление	отправления	false	99.89%
жизнь	период	периода	true	99.77%
жизнь	полнота	полноты	false	99.72%
жизнь	пребывание	пребывания	true	99.33%
жизнь	присутствие	присутствия	false	99.46%
жизнь	промежуток	промежутка	true	99.95%
жизнь	пустяк	пустяка	false	99.99%
жизнь	свойство	свойства	false	96.24%
жизнь	существования_материи	существований_материй	true	98.61%
жизнь	существовать,_быть,_иметься	существующего,_бывшего,_имеющегося	true	94.30%
жизнь	теперь	теперь	false	99.85%
жизнь	только	только	false	99.89%
жизнь	уже	ужа	false	99.99%
жизнь	ценность	ценности	true	99.99%
жизнь	частица	частицы	true	59.18%
журнал	вневедомственное	вневедомственного	false	99.90%
журнал	деятельность	деятельности	false	93.98%
журнал	документ	документа	true	99.87%
журнал	изданий	изданий	true	99.98%
журнал	издание	издания	true	99.99%
журнал	источник	источника	true	99.99%
журнал	кинофильм	кинофильма	false	96.76%
журнал	книга	книги	false	99.44%
журнал	книжечка	книжечки	true	99.02%
журнал	книжка	книжки	true	93.72%
журнал	печатная_продукция	печатной_продукции	true	99.99%
журнал	продукция_полиграфических_предприятий	продукции_полиграфических_предприятий	true	94.26%
журнал	произведение	произведения	true	97.58%
журнал	сми	сми	true	99.99%
журнал	средство_массовой_информации	средства_массовой_информаций	true	99.99%
журнал	учреждение	учреждения	false	99.99%
завод	глинистом_месте	глинистого_места	false	99.99%
завод	город	города	false	99.99%
завод	деталька	детальки	false	93.71%
завод	жарких_споров	жарких_споров	false	99.91%
завод	заведение	заведения	true	87.14%
завод	золотодобывающее	золотодобывающего	false	99.91%
завод	местами_скопления	мест_скоплений	true	96.92%
завод	общественных_предприятий	общественных_предприятий	true	99.97%
завод	организация	организации	true	99.99%
завод	помещение	помещения	true	99.99%
завод	предприя­тие	предприя­тия	true	99.99%
завод	предприятий, предприятия, предприятиях	предприятий	true	99.99%
завод	предприятие	предприятия	true	99.99%
завод	промышленных_предприятий	промышленных_предприятий	true	99.99%
завод	сооружение	сооружения	true	99.98%
завод	столице—	столице—	false	99.54%
завод	строение	строения	true	99.75%
задача	антигомеостатических	антигомеостатических	false	99.42%
задача	аспект	аспекта	false	99.88%
задача	воздействие	воздействия	false	87.55%
задача	вопрос	вопроса	true	96.02%
задача	действий_студента	действий_студента	true	99.75%
задача	дисциплина	дисциплины	false	99.29%
задача	западнообразное	западнообразного	false	99.94%
задача	затруднение	затруднения	true	59.14%
задача	излучение	излучения	false	99.98%
задача	контристорию	контристории	false	99.99%
задача	патефон, патефоном	патефона	false	99.99%
задача	подход	подхода	true	59.14%
задача	поездка	поездки	false	93.32%
задача	положение	положения	true	73.83%
задача	предмет_стремления	предмета_стремлений	false	87.42%
задача	смыслообразуется	смыслообразующегося	true	59.14%
задача	совершенствование	совершенствования	true	59.18%
задача	техническими_средствами	технических_средств	false	99.99%
задача	трудность	трудности	true	98.76%
задача	удача	удачи	false	99.99%
задача	утверждение	утверждения	true	59.18%
задача	художественной_литературы	художественной_литератур	false	99.85%
задача	целевая_установка	целевой_установки	true	88.46%
задача	цель_деятельности	цели_деятельностей	true	94.87%
закон	     закон	     закона	true	78.32%
закон	акты_законодательства_республики	актов_законодательств_республик	true	99.99%
закон	благо	блага	false	99.66%
закон	джексона—ваника	джексона—ваники	false	99.99%
закон	законорожденная	законорожденной	false	99.99%
закон	идея	идеи	true	74.49%
закон	институт	института	false	99.97%
закон	маленькие_препятствия	маленьких_препятствий	false	99.31%
закон	мелочь	мелочи	false	99.98%
закон	мироощущение	мироощущения	false	94.50%
закон	мистическая, –	мистическая, –	false	99.97%
закон	мысль	мысли	false	99.74%
закон	нормативный_правовой_документ	нормативного_правового_документа	true	99.98%
закон	общенормативный_акт	общенормативного_акта	true	99.98%
закон	положение	положения	false	54.77%
закон	правовой_акт_нормативного_характера	правового_акта_нормативного_характера	true	82.99%
закон	предмет	предмета	false	99.98%
закон	приватизация —	приватизация —	false	98.97%
закон	связь	связи	false	99.94%
закон	тяжелого_груза_ошибок	тяжёлого_груза_ошибок	false	99.85%
закон	утверждение	утверждения	false	97.36%
закон	учение	учения	true	99.68%
закон	ценность	ценности	false	98.16%
зал	жилая_комната	жилой_комнаты	true	99.99%
зал	заведение	заведения	true	99.99%
зал	зрители_(аудитория)	зрителей_(аудитории)	false	54.97%
зал	зрительская_аудитория	зрительской_аудитории	true	99.40%
зал	зритель	зрителя	false	97.95%
зал	имя	имени	false	99.96%
зал	киноприманки	киноприманок	false	99.76%
зал	комнатка	комнатки	true	98.97%
зал	комната	комнаты	true	99.99%
зал	места_свиданий	мест_свиданий	true	99.99%
зал	общественных_местах	общественных_мест	true	99.99%
зал	помещение…	помещение…	true	99.99%
зал	помещения	помещений	true	99.99%
зал	помещение,_внутренность_здания	помещения,_внутренности_зданий	true	99.99%
зал	правительство	правительства	false	90.53%
зал	предприятие	предприятия	false	99.65%
зал	просторное	просторного	true	52.60%
зал	скопления_народа	скоплений_народа	true	81.35%
зал	служба	службы	false	99.99%
зал	сооружение	сооружения	true	99.99%
зал	спальня	спальни	false	99.62%
зал	устройство	устройства	false	99.96%
зал	учреждение	учреждения	false	84.52%
земля	деревьев, деревья	дерев	false	99.98%
земля	земля…	земля…	false	98.44%
земля	имущество	имущества	true	98.19%
земля	криосфера	криосферы	false	99.99%
земля	кусты	кустов	false	99.89%
земля	лес	леса	false	97.84%
земля	первоначал_мира	первоначал_мир	true	86.71%
земля	планета	планеты	true	99.98%
земля	поверхность	поверхности	true	99.98%
земля	предок	предка	false	92.17%
земля	природные_ресурсы, природными_ресурсами	природных_ресурсов	true	99.99%
земля	ресурсы	ресурсов	true	99.96%
земля	родина	родины	true	64.30%
земля	родитель	родителя	false	55.35%
земля	свет	света	false	99.99%
земля	слой	слоя	true	99.99%
земля	средства_производства	средств_производств	true	64.43%
земля	сторона	стороны	false	99.44%
земля	страна	страны	false	84.94%
земля	структура	структуры	true	87.91%
земля	судьба	судьбы	false	99.99%
земля	твердь	тверди	true	97.13%
земля	территория	территории	true	98.72%
земля	угодье	угодья	true	97.13%
земля	участок_местности	участка_местностей	true	99.46%
земля	фактор	фактора	false	96.32%
земля	хлеборобная	хлеборобной	false	84.94%
значение	абстрактных_сущностей	абстрактных_сущностей	false	99.46%
значение	базис	базиса	false	99.96%
значение	база	базы	false	98.34%
значение	бумага	бумаги	false	99.99%
значение	важность	важности	true	99.73%
значение	величина	величины	true	99.99%
значение	значимость	значимости	false	99.98%
значение	именно	именно	false	99.99%
значение	информация	информации	true	98.81%
значение	количество	количества	true	94.78%
значение	мера	меры	true	91.10%
значение	назначение	назначения	false	99.97%
значение	образом	образа	false	85.10%
значение	окружающих_стран	окружающих_стран	false	99.99%
значение	основание	основания	false	99.88%
значение	основа	основы	false	98.36%
значение	параметр	параметра	true	99.04%
значение	показатель	показателя	true	85.67%
значение	поэтому	поэтому	false	99.99%
значение	проблемы	проблем	false	99.92%
значение	реализации b	реализации b	false	99.99%
значение	роль	роли	false	93.45%
значение	слово	слова	true	91.23%
значение	смысл	смысла	true	99.88%
значение	содержание	содержания	true	98.46%
значение	средневидовой	средневидового	false	99.91%
значение	статусное_положение	статусного_положения	false	99.97%
значение	стержень	стержня	false	99.99%
значение	суть,_существо,_сущность,_содержание	сути,_существа,_сущности,_содержания	true	51.39%
значение	только	только	false	99.94%
значение	у_старого_пожарного	у_старого_пожарного	false	99.97%
значение	фактор	фактора	true	90.69%
значение	функция	функции	false	73.90%
значение	∑w	∑w	false	99.99%
игра	битва	битвы	false	99.52%
игра	бсi	бсi	false	99.92%
игра	вещественный	вещественного	false	99.98%
игра	вещь	вещи	false	97.44%
игра	вино	вина	false	99.94%
игра	война	войны	false	99.98%
игра	выходка	выходки	false	73.90%
игра	движение	движения	true	74.13%
игра	действо	действа	true	99.99%
игра	действие	действия	true	99.89%
игра	дело	дела	true	89.53%
игра	деятельность	деятельности	true	99.98%
игра	забава	забавы	true	99.40%
игра	занятие	занятия	true	99.98%
игра	затея	затеи	false	89.95%
игра	звук	звука	true	98.20%
игра	имиджеформирующая	имиджеформирующей	false	99.91%
игра	использование	использования	false	99.99%
игра	любимого_своего_развлечения	любимого_своего_развлечений	true	99.99%
игра	мероприятиях	мероприятий	true	97.23%
игра	мужских_занятиях	мужских_занятий	true	99.99%
игра	набор	набора	false	99.82%
игра	позитивных_воздействий	позитивных_воздействий	true	99.07%
игра	пользование	пользования	false	99.96%
игра	порок	порока	false	99.99%
игра	посёлок	посёлка	false	99.99%
игра	предмет,_вещь	предмета,_вещи	true	94.17%
игра	продукции_компании_capcom	продукций_компаний_capcom	false	99.96%
игра	развлечение	развлечения	true	99.86%
